GeoFips,GeoName,LineCode,Description,gdp2018,gdp2017,gdp2016,gdp2015,gdp2014,gdp2013,gdp2012,gdp2011,gdp2010,gdp2009,gdp2008,gdp2007
13023,"Bleckley, GA",65,      Administrative and support and waste management and remediation services,4339,3472,3051,2818,2765,(D),(D),1604,(D),(D),(D),(D)
13023,"Bleckley, GA",68,"    Educational services, health care, and social assistance",8065,8302,7960,6744,6302,7625,10023,10793,10907,10700,9512,8879
13023,"Bleckley, GA",69,      Educational services,101,98,95,120,71,98,155,186,223,166,191,195
13023,"Bleckley, GA",70,      Health care and social assistance,7964,8204,7865,6624,6231,7527,9868,10607,10684,10534,9321,8684
13023,"Bleckley, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",7174,7304,7920,7485,(D),8942,9007,8944,9667,9558,8282,7576
13023,"Bleckley, GA",76,"      Arts, entertainment, and recreation",565,528,600,(D),(D),(D),713,938,955,472,263,399
13023,"Bleckley, GA",79,      Accommodation and food services,6609,6776,7320,(D),(D),(D),8294,8006,8711,9086,8019,7178
13023,"Bleckley, GA",82,    Other services (except government and government enterprises),7409,7047,7124,6781,6502,6271,(D),(D),5762,6058,6369,6388
13023,"Bleckley, GA",83,Government and government enterprises,83016,78259,76171,74209,71064,69017,69627,67660,66456,65133,61135,60656
13023,"Bleckley, GA",,Addenda:,,,,,,,,,,,,
13023,"Bleckley, GA",87,Natural resources and mining,4801,4724,6026,5239,4195,5867,(D),(D),(D),(D),14756,(D)
13023,"Bleckley, GA",88,Trade,(D),29704,(D),(D),27597,(D),(D),22037,22321,(D),23385,25927
13023,"Bleckley, GA",89,Transportation and utilities,(D),4023,(D),(D),(D),(D),6493,(D),(D),(D),(D),(D)
13023,"Bleckley, GA",90,Manufacturing and information,10130,8053,6021,11089,15994,(D),54326,40610,46225,47353,(D),108476
13023,"Bleckley, GA",91,Private goods-producing industries 2/,26055,24511,21570,24470,27248,49365,70459,59953,70820,76310,96058,144550
13023,"Bleckley, GA",92,Private services-providing industries 3/,160218,152750,148567,144082,141326,136709,141015,133536,131651,123855,122514,123908
13025,"Brantley, GA",1,All industry total,277048,261061,252242,236840,219656,199351,194327,191268,187246,178862,185952,207102
13025,"Brantley, GA",2,  Private industries,224509,210269,199558,185224,170319,149558,145209,143308,140193,133634,143212,164082
13025,"Brantley, GA",3,"    Agriculture, forestry, fishing and hunting",6303,6097,(D),7023,7113,6052,5896,6170,5566,6380,7016,8694
13025,"Brantley, GA",6,"    Mining, quarrying, and oil and gas extraction",248,169,108,119,107,54,22,56,39,45,74,440
13025,"Brantley, GA",10,    Utilities,8638,8247,(D),7563,7414,0,(D),(D),(D),(D),0,0
13025,"Brantley, GA",11,    Construction,19319,15831,16144,16531,15169,14158,18003,19822,19791,18529,19310,20755
13025,"Brantley, GA",12,    Manufacturing,24325,24404,22530,18643,14916,13113,10476,8789,8885,7160,8209,12577
13025,"Brantley, GA",13,      Durable goods manufacturing,18518,(D),16282,(D),(D),11554,8312,6021,6371,(D),(D),6901
13025,"Brantley, GA",25,      Nondurable goods manufacturing,5807,(D),6247,(D),(D),1560,2164,2768,2514,(D),(D),5677
13025,"Brantley, GA",34,    Wholesale trade,26258,25193,21826,(D),12115,8881,5434,5367,4844,4571,5785,7257
13025,"Brantley, GA",35,    Retail trade,11857,10789,10438,9590,8899,9110,8953,8934,9486,9902,9426,8850
13025,"Brantley, GA",36,    Transportation and warehousing,(D),12287,10450,(D),8188,7211,4878,5230,4024,3687,4001,5407
13025,"Brantley, GA",45,    Information,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),11204
13025,"Brantley, GA",50,"    Finance, insurance, real estate, rental, and leasing",59219,56615,53371,50139,51785,47828,49428,50075,50396,53178,54608,63654
13025,"Brantley, GA",51,      Finance and insurance,(D),9744,9371,8998,9625,8380,8346,8362,7846,7358,(D),(D)
13025,"Brantley, GA",56,      Real estate and rental and leasing,(D),46872,44000,41141,42159,39448,41082,41713,42551,45820,(D),(D)
13025,"Brantley, GA",59,    Professional and business services,16568,(D),13698,13145,13174,12888,12782,9069,9270,5051,9860,9712
13025,"Brantley, GA",60,"      Professional, scientific, and technical services",1018,907,951,943,822,823,(D),(D),(D),(D),(D),(D)
13025,"Brantley, GA",64,      Management of companies and enterprises,10298,9020,8398,8245,7848,7311,(D),(D),(D),(D),(D),(D)
13025,"Brantley, GA",65,      Administrative and support and waste management and remediation services,5251,(D),4349,3957,4505,4755,4232,3941,4009,3123,2933,3005
13025,"Brantley, GA",68,"    Educational services, health care, and social assistance",9059,7343,7120,6551,6514,5907,5282,5524,5434,5153,5636,6600
13025,"Brantley, GA",69,      Educational services,1734,1675,1500,1014,104,83,31,324,474,379,699,1284
13025,"Brantley, GA",70,      Health care and social assistance,7325,5668,5620,5537,6410,5824,5251,5200,4960,4774,4937,5316
13025,"Brantley, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",3726,3666,3864,3635,(D),(D),2939,2525,1617,1431,(D),1729
13025,"Brantley, GA",76,"      Arts, entertainment, and recreation",(D),(D),98,(D),(D),(D),(D),(D),(D),(D),(D),59
13025,"Brantley, GA",79,      Accommodation and food services,(D),(D),3767,(D),(D),(D),(D),(D),(D),(D),(D),1670
13025,"Brantley, GA",82,    Other services (except government and government enterprises),10954,10313,10207,9910,9201,8452,8335,8161,7859,7602,7517,7203
13025,"Brantley, GA",83,Government and government enterprises,52538,50791,52684,51617,49336,49793,49118,47960,47053,45228,42740,43020
13025,"Brantley, GA",,Addenda:,,,,,,,,,,,,
13025,"Brantley, GA",87,Natural resources and mining,6551,6266,(D),7143,7220,6106,5918,6225,5605,6425,7089,9134
13025,"Brantley, GA",88,Trade,38115,35982,32264,(D),21013,17991,14387,14301,14330,14474,15211,16106
13025,"Brantley, GA",89,Transportation and utilities,(D),20534,(D),(D),15602,7211,(D),(D),(D),(D),4001,5407
13025,"Brantley, GA",90,Manufacturing and information,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),23782
13025,"Brantley, GA",91,Private goods-producing industries 2/,50196,46501,(D),42317,37304,33377,34397,34837,34281,32114,34608,42466
13025,"Brantley, GA",92,Private services-providing industries 3/,174313,163768,(D),142907,133016,116181,110812,108472,105912,101519,108604,121616
13027,"Brooks, GA",1,All industry total,318669,299959,302886,303161,288240,302621,288466,304679,268541,283846,288852,281625
13027,"Brooks, GA",2,  Private industries,275676,258131,258295,258735,244968,259174,246661,264418,228255,243909,249846,242679
13027,"Brooks, GA",3,"    Agriculture, forestry, fishing and hunting",(D),(D),36932,(D),34963,63627,57426,88989,(D),68467,70966,55828
13027,"Brooks, GA",6,"    Mining, quarrying, and oil and gas extraction",(D),0,0,0,0,0,0,0,0,0,0,0
13027,"Brooks, GA",10,    Utilities,168,314,1086,1025,955,940,844,154,181,150,135,135
13027,"Brooks, GA",11,    Construction,5210,4407,3973,3837,4631,3877,5241,5664,8858,6480,5410,7160
13027,"Brooks, GA",12,    Manufacturing,22621,21880,19811,18584,18896,19304,18138,16733,17657,17606,19544,26278
13027,"Brooks, GA",13,      Durable goods manufacturing,19987,19275,16870,15144,15511,16163,14695,12627,13089,12650,15081,20564
13027,"Brooks, GA",25,      Nondurable goods manufacturing,2633,2604,2941,3440,3385,3140,3443,4106,4568,4956,4463,5713
13027,"Brooks, GA",34,    Wholesale trade,45087,43057,35985,34603,31691,25093,20858,16522,14680,12093,11259,9473
13027,"Brooks, GA",35,    Retail trade,14065,13517,13916,13345,13969,14020,13254,12082,12316,12810,13772,13625
13027,"Brooks, GA",36,    Transportation and warehousing,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13027,"Brooks, GA",45,    Information,(D),1391,1351,1142,(D),(D),(D),(D),1080,(D),(D),(D)
13027,"Brooks, GA",50,"    Finance, insurance, real estate, rental, and leasing",98481,94981,91549,89681,87586,81801,83400,82414,82470,83645,83019,92086
13027,"Brooks, GA",51,      Finance and insurance,20306,21096,21319,21812,23593,20624,20544,20091,19941,18457,20239,19661
13027,"Brooks, GA",56,      Real estate and rental and leasing,78175,73886,70230,67869,63993,61178,62856,62323,62530,65188,62779,72425
13027,"Brooks, GA",59,    Professional and business services,16480,14626,13978,13745,13240,12626,11660,8437,7905,4563,9987,10529
13027,"Brooks, GA",60,"      Professional, scientific, and technical services",3408,3162,3054,2861,2724,2526,2460,2555,2343,2517,2829,2710
13027,"Brooks, GA",64,      Management of companies and enterprises,10298,9020,8398,8245,7848,7311,7142,3708,3892,465,5438,5328
13027,"Brooks, GA",65,      Administrative and support and waste management and remediation services,2774,2443,2526,2639,2668,2789,2058,2174,1670,1581,1720,2492
13027,"Brooks, GA",68,"    Educational services, health care, and social assistance",17762,16110,16363,17139,17560,18514,17413,15402,15054,14425,14048,13740
13027,"Brooks, GA",69,      Educational services,62,60,104,165,138,135,144,141,149,97,76,45
13027,"Brooks, GA",70,      Health care and social assistance,17700,16050,16259,16974,17422,18379,17269,15261,14905,14328,13972,13695
13027,"Brooks, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",3228,3264,(D),3300,3238,3042,3182,3299,10944,10289,9778,2075
13027,"Brooks, GA",76,"      Arts, entertainment, and recreation",336,410,(D),1026,1571,1498,(D),1794,1405,569,89,(D)
13027,"Brooks, GA",79,      Accommodation and food services,2892,2854,(D),2273,1667,1543,(D),1505,9539,9720,9689,(D)
13027,"Brooks, GA",82,    Other services (except government and government enterprises),19532,17860,16932,14461,13799,12263,11749,11570,11703,10374,9099,9101
13027,"Brooks, GA",83,Government and government enterprises,42993,41828,44591,44426,43272,43447,41805,40261,40286,39938,39006,38946
13027,"Brooks, GA",,Addenda:,,,,,,,,,,,,
13027,"Brooks, GA",87,Natural resources and mining,28762,(D),36932,(D),34963,63627,57426,88989,(D),68467,70966,55828
13027,"Brooks, GA",88,Trade,59152,56575,49902,47948,45660,39113,34112,28603,26997,24902,25031,23098
13027,"Brooks, GA",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13027,"Brooks, GA",90,Manufacturing and information,(D),23271,21162,19726,(D),(D),(D),(D),18738,(D),(D),(D)
13027,"Brooks, GA",91,Private goods-producing industries 2/,56593,(D),60717,(D),58490,86808,80806,111387,(D),92553,95920,89266
13027,"Brooks, GA",92,Private services-providing industries 3/,219084,(D),197578,(D),186478,172366,165855,153031,(D),151356,153926,153413
13029,"Bryan, GA",1,All industry total,929073,858586,798743,751094,684960,630374,616103,574684,525775,500642,512347,524797
13029,"Bryan, GA",2,  Private industries,756789,696873,646873,605893,554019,505242,493038,458274,416415,394969,414468,429593
13029,"Bryan, GA",3,"    Agriculture, forestry, fishing and hunting",6106,7742,7490,7228,6945,6464,7450,7677,(D),6627,6716,8086
13029,"Bryan, GA",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,0
13029,"Bryan, GA",10,    Utilities,(D),5609,3529,2848,2679,1253,908,1173,1190,(D),(D),(D)
13029,"Bryan, GA",11,    Construction,58149,65430,63073,56765,50416,31071,38033,39298,27183,29911,40845,68742
13029,"Bryan, GA",12,    Manufacturing,98003,69940,69908,61851,47085,41564,38794,38945,38766,39543,38553,34549
13029,"Bryan, GA",13,      Durable goods manufacturing,63753,36563,33757,28125,20694,17469,15967,17614,19460,(D),(D),(D)
13029,"Bryan, GA",25,      Nondurable goods manufacturing,34250,33377,36151,33726,26391,24096,22828,21331,19306,(D),(D),(D)
13029,"Bryan, GA",34,    Wholesale trade,(D),80369,75139,71414,63744,61792,58494,43575,24416,(D),(D),(D)
13029,"Bryan, GA",35,    Retail trade,76620,71340,63966,58087,56459,55660,52563,49981,49612,48052,47620,46325
13029,"Bryan, GA",36,    Transportation and warehousing,22882,(D),(D),(D),(D),(D),(D),(D),(D),15622,18007,20904
13029,"Bryan, GA",45,    Information,2418,1845,1941,2387,3037,2834,2196,2081,1961,1700,1234,1301
13029,"Bryan, GA",50,"    Finance, insurance, real estate, rental, and leasing",222358,208563,192174,181060,168359,162378,153206,143286,132899,126787,127708,125759
13029,"Bryan, GA",51,      Finance and insurance,55110,52166,50820,49904,50878,46247,49255,47231,39327,32721,31423,28581
13029,"Bryan, GA",56,      Real estate and rental and leasing,167248,156397,141354,131156,117481,116131,103950,96056,93572,94066,96285,97179
13029,"Bryan, GA",59,    Professional and business services,60771,(D),(D),46743,(D),(D),(D),36249,37339,37578,45601,44489
13029,"Bryan, GA",60,"      Professional, scientific, and technical services",33961,28709,25005,(D),(D),(D),(D),20854,20990,23913,26469,23661
13029,"Bryan, GA",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),2550,2718,137,5427,(D)
13029,"Bryan, GA",65,      Administrative and support and waste management and remediation services,(D),(D),(D),14479,13856,13273,13738,12844,13631,13528,13704,(D)
13029,"Bryan, GA",68,"    Educational services, health care, and social assistance",43832,38127,36019,33665,32013,30963,30196,(D),27320,25388,24967,23775
13029,"Bryan, GA",69,      Educational services,814,733,(D),(D),894,804,667,(D),540,(D),(D),(D)
13029,"Bryan, GA",70,      Health care and social assistance,43018,37395,(D),(D),31119,30159,29528,(D),26780,(D),(D),(D)
13029,"Bryan, GA",75,"    Arts, entertainment, recreation, accommodation, and food services",41455,40379,35089,(D),31343,26946,30006,27426,26605,22623,21403,22441
13029,"Bryan, GA",76,"      Arts, entertainment, and recreation",2142,2239,2312,(D),3835,1689,4165,4532,4633,1596,1302,1774
13029,"Bryan, GA",79,      Accommodation and food services,39314,38140,32778,(D),27508,25257,25841,22894,21972,21027,20101,20667
13029,"Bryan, GA",82,    Other services (except government and government enterprises),34889,32850,32409,31249,29642,27607,26750,24937,26734,20090,20901,18969
13029,"Bryan, GA",83,Government and government enterprises,172284,161713,151869,145201,130942,125132,123065,116411,109360,105673,97880,95204
13029,"Bryan, GA",,Addenda:,,,,,,,,,,,,
13029,"Bryan, GA",87,Natural resources and mining,6106,7742,7490,7228,6945,6464,7450,7677,(D),6627,6716,8086
13029,"Bryan, GA",88,Trade,(D),151708,139106,129501,120203,117453,111057,93556,74028,(D),(D),(D)
13029,"Bryan, GA",89,Transportation and utilities,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13029,"Bryan, GA",90,Manufacturing and information,100421,71785,71850,64237,50121,44398,40990,41027,40728,41243,39787,35850
13029,"Bryan, GA",91,Private goods-producing industries 2/,162259,143112,140472,125843,104446,79100,84277,85920,(D),76082,86114,111377
13029,"Bryan, GA",92,Private services-providing industries 3/,594530,553761,506401,480049,449573,426142,408761,372353,(D),318887,328354,318216
13031,"Bulloch, GA",1,All industry total,2479598,2395204,2290699,2208483,2052692,1932605,1841608,1806344,1774954,1706035,1696687,1713352
13031,"Bulloch, GA",2,  Private industries,1888765,1826684,1734257,1666955,1531952,1435930,1368701,1357072,1340256,1295594,1314397,1332684
13031,"Bulloch, GA",3,"    Agriculture, forestry, fishing and hunting",3388,3120,3529,(D),(D),(D),(D),46076,(D),(D),23291,33505
13031,"Bulloch, GA",6,"    Mining, quarrying, and oil and gas extraction",0,105,30,39,0,0,0,0,0,0,0,0
13031,"Bulloch, GA",10,    Utilities,9362,9762,(D),(D),(D),(D),(D),(D),(D),(D),(D),6300
13031,"Bulloch, GA",11,    Construction,101648,90221,84927,84911,72817,74845,94330,97113,96796,103115,116390,127045
13031,"Bulloch, GA",12,    Manufacturing,189067,178642,166483,156104,144548,137052,116220,126492,135369,124927,144722,145478
13031,"Bulloch, GA",13,      Durable goods manufacturing,170221,160945,151208,141369,128696,(D),103207,109045,118173,107944,128387,125826
13031,"Bulloch, GA",25,      Nondurable goods manufacturing,18846,17698,15275,14735,15852,(D),13013,17447,17196,16983,16336,19652
13031,"Bulloch, GA",34,    Wholesale trade,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
13031,"Bulloch, GA",35,    Retail trade,181403,176974,172884,163147,154147,146573,141251,136648,136914,137379,141729,136012
13031,"Bulloch, GA",36,    Transportation and warehousing,205347,213172,203643,188724,142133,107493,58592,56796,55307,54853,58908,63199
13031,"Bulloch, GA",45,    Information,46883,48226,46768,42548,41737,40889,37274,34864,34253,38053,41431,46359
13031,"Bulloch, GA",50,"    Finance, insurance, real estate, rental, and leasing",575212,538426,493509,492164,471050,444820,441728,431048,430333,412962,404547,409670
