,NAICS2,TopSector,NAICS4,MedSector,NAICS6,BotSector
1199,72,Accommodation and Food Services,7223,Special Food Services,722330,Mobile Food Services
1200,72,Accommodation and Food Services,7224,Drinking Places (Alcoholic Beverages),722410,Drinking Places (Alcoholic Beverages)
1201,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants
1202,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722513,Limited-Service Restaurants
1203,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722514,"Cafeterias, Grill Buffets, and Buffets"
1204,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722515,Snack and Nonalcoholic Beverage Bars
1205,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811111,General Automotive Repair
1206,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811112,Automotive Exhaust System Repair
1207,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811113,Automotive Transmission Repair
1208,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811118,Other Automotive Mechanical and Electrical Repair and Maintenance
1209,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
1210,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811122,Automotive Glass Replacement Shops
1211,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811191,Automotive Oil Change and Lubrication Shops
1212,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811192,Car Washes
1213,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811198,All Other Automotive Repair and Maintenance
1214,81,Other Services (except Public Administration),8112,Electronic and Precision Equipment Repair and Maintenance,811211,Consumer Electronics Repair and Maintenance
1215,81,Other Services (except Public Administration),8112,Electronic and Precision Equipment Repair and Maintenance,811212,Computer and Office Machine Repair and Maintenance
1216,81,Other Services (except Public Administration),8112,Electronic and Precision Equipment Repair and Maintenance,811213,Communication Equipment Repair and Maintenance
1217,81,Other Services (except Public Administration),8112,Electronic and Precision Equipment Repair and Maintenance,811219,Other Electronic and Precision Equipment Repair and Maintenance
1218,81,Other Services (except Public Administration),8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
1219,81,Other Services (except Public Administration),8114,Personal and Household Goods Repair and Maintenance,811411,Home and Garden Equipment Repair and Maintenance
1220,81,Other Services (except Public Administration),8114,Personal and Household Goods Repair and Maintenance,811412,Appliance Repair and Maintenance
1221,81,Other Services (except Public Administration),8114,Personal and Household Goods Repair and Maintenance,811420,Reupholstery and Furniture Repair
1222,81,Other Services (except Public Administration),8114,Personal and Household Goods Repair and Maintenance,811430,Footwear and Leather Goods Repair
1223,81,Other Services (except Public Administration),8114,Personal and Household Goods Repair and Maintenance,811490,Other Personal and Household Goods Repair and Maintenance
1224,81,Other Services (except Public Administration),8121,Personal Care Services,812111,Barber Shops
1225,81,Other Services (except Public Administration),8121,Personal Care Services,812112,Beauty Salons
1226,81,Other Services (except Public Administration),8121,Personal Care Services,812113,Nail Salons
1227,81,Other Services (except Public Administration),8121,Personal Care Services,812191,Diet and Weight Reducing Centers
1228,81,Other Services (except Public Administration),8121,Personal Care Services,812199,Other Personal Care Services
1229,81,Other Services (except Public Administration),8122,Death Care Services,812210,Funeral Homes and Funeral Services
1230,81,Other Services (except Public Administration),8122,Death Care Services,812220,Cemeteries and Crematories
1231,81,Other Services (except Public Administration),8123,Drycleaning and Laundry Services,812310,Coin-Operated Laundries and Drycleaners
1232,81,Other Services (except Public Administration),8123,Drycleaning and Laundry Services,812320,Drycleaning and Laundry Services (except Coin-Operated)
1233,81,Other Services (except Public Administration),8123,Drycleaning and Laundry Services,812331,Linen Supply
1234,81,Other Services (except Public Administration),8123,Drycleaning and Laundry Services,812332,Industrial Launderers
1235,81,Other Services (except Public Administration),8129,Other Personal Services,812910,Pet Care (except Veterinary) Services
1236,81,Other Services (except Public Administration),8129,Other Personal Services,812921,Photofinishing Laboratories (except One-Hour)
1237,81,Other Services (except Public Administration),8129,Other Personal Services,812922,One-Hour Photofinishing
1238,81,Other Services (except Public Administration),8129,Other Personal Services,812930,Parking Lots and Garages
1239,81,Other Services (except Public Administration),8129,Other Personal Services,812990,All Other Personal Services
1240,81,Other Services (except Public Administration),8131,Religious Organizations,813110,Religious Organizations
1241,81,Other Services (except Public Administration),8132,Grantmaking and Giving Services,813211,Grantmaking Foundations
1242,81,Other Services (except Public Administration),8132,Grantmaking and Giving Services,813212,Voluntary Health Organizations
1243,81,Other Services (except Public Administration),8132,Grantmaking and Giving Services,813219,Other Grantmaking and Giving Services
1244,81,Other Services (except Public Administration),8133,Social Advocacy Organizations,813311,Human Rights Organizations
1245,81,Other Services (except Public Administration),8133,Social Advocacy Organizations,813312,"Environment, Conservation and Wildlife Organizations"
1246,81,Other Services (except Public Administration),8133,Social Advocacy Organizations,813319,Other Social Advocacy Organizations
1247,81,Other Services (except Public Administration),8134,Civic and Social Organizations,813410,Civic and Social Organizations
1248,81,Other Services (except Public Administration),8139,"Business, Professional, Labor, Political, and Similar Organizations",813910,Business Associations
1249,81,Other Services (except Public Administration),8139,"Business, Professional, Labor, Political, and Similar Organizations",813920,Professional Organizations
1250,81,Other Services (except Public Administration),8139,"Business, Professional, Labor, Political, and Similar Organizations",813930,Labor Unions and Similar Labor Organizations
1251,81,Other Services (except Public Administration),8139,"Business, Professional, Labor, Political, and Similar Organizations",813940,Political Organizations
1252,81,Other Services (except Public Administration),8139,"Business, Professional, Labor, Political, and Similar Organizations",813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
1253,81,Other Services (except Public Administration),8141,Private Households,814110,Private Households
1254,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921110,Executive Offices
1255,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921120,Legislative Bodies
1256,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921130,Public Finance Activities
1257,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921140,"Executive and Legislative Offices, Combined"
1258,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921150,American Indian and Alaska Native Tribal Governments
1259,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921190,Other General Government Support
1260,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922110,Courts
1261,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922120,Police Protection
1262,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922130,Legal Counsel and Prosecution
1263,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922140,Correctional Institutions
1264,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922150,Parole Offices and Probation Offices
1265,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922160,Fire Protection
1266,92,Public Administration,9221,"Justice, Public Order, and Safety Activities",922190,"Other Justice, Public Order, and Safety Activities"
1267,92,Public Administration,9231,Administration of Human Resource Programs,923110,Administration of Education Programs
1268,92,Public Administration,9231,Administration of Human Resource Programs,923120,Administration of Public Health Programs
1269,92,Public Administration,9231,Administration of Human Resource Programs,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
1270,92,Public Administration,9231,Administration of Human Resource Programs,923140,Administration of Veterans' Affairs
1271,92,Public Administration,9241,Administration of Environmental Quality Programs,924110,Administration of Air and Water Resource and Solid Waste Management Programs
1272,92,Public Administration,9241,Administration of Environmental Quality Programs,924120,Administration of Conservation Programs
1273,92,Public Administration,9251,"Administration of Housing Programs, Urban Planning, and Community Development",925110,Administration of Housing Programs
1274,92,Public Administration,9251,"Administration of Housing Programs, Urban Planning, and Community Development",925120,Administration of Urban Planning and Community and Rural Development
1275,92,Public Administration,9261,Administration of Economic Programs,926110,Administration of General Economic Programs
1276,92,Public Administration,9261,Administration of Economic Programs,926120,Regulation and Administration of Transportation Programs
1277,92,Public Administration,9261,Administration of Economic Programs,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
1278,92,Public Administration,9261,Administration of Economic Programs,926140,Regulation of Agricultural Marketing and Commodities
1279,92,Public Administration,9261,Administration of Economic Programs,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
1280,92,Public Administration,9271,Space Research and Technology,927110,Space Research and Technology
1281,92,Public Administration,9281,National Security and International Affairs,928110,National Security
1282,92,Public Administration,9281,National Security and International Affairs,928120,International Affairs
